Subject,Body,Unnamed: 2,Unnamed: 3,subject_length,body_length,subject_word_count,body_word_count,subject_unique_word_count,body_unique_word_count,subject_special_char_count,body_special_char_count,subject_keyword_free,body_keyword_free,subject_keyword_win,body_keyword_win,subject_keyword_winner,body_keyword_winner,subject_keyword_prize,body_keyword_prize,subject_keyword_click_here,body_keyword_click_here,subject_keyword_limited_time,body_keyword_limited_time,subject_keyword_offer,body_keyword_offer,subject_keyword_buy_now,body_keyword_buy_now,subject_keyword_congratulations,body_keyword_congratulations,subject_keyword_urgent,body_keyword_urgent,subject_keyword_money,body_keyword_money,subject_keyword_cash,body_keyword_cash,subject_keyword_reward,body_keyword_reward,subject_keyword_claim,body_keyword_claim,subject_keyword_gift,body_keyword_gift
top urgent,dear valued customer kindly read attached message contact banker payment regards lee park director media relations promotions sponsorships events samsung corporate office samsung electronics building 11 seochodaero 74gil seocho district seoul south korea tel 02 3783 6025 5 hours fax 02 3783 6033 httpsconfirmmaildaumnetconfirmapiv1usersadjd2egov2eae40hanmail2enetcmails202201250547232eveymtcbxqqgvawhbsc_g40adjd2egov2eae2ehanmail2enetrecipientskooten40uvic2eca,,,10,461,2,44,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
re,notice message sent outside university victoria email system please cautious links sensitive information hello im maria elisabeth schaeffler germany business woman investor ceo schaeffler group im one owners schaeffler group i gave away 25 percent personal wealth charity i also pledged give away rest 25 year 2021 individuals i decided donate 100000000 euro interested donation contact info also read via link httpsenwikipediaorgwikimariaelisabeth_schaeffler warm regards frau mariaelisabeth schaeffler ceo schaeffler gruppe maria_scheaffleryahoocom ________________________________ ________________________________________ uyari bu elektronik posta ve ekleri gönderici ve yetkili alıcı olan gerçek ya da tüzel kişiye özeldir ve gizlidir eger iletinin yetkili alıcısı veya yetkili alıcısına iletmekten sorumlu kişi degilseniz bu iletiyi saklamanız kopyalamanız kullanmanız veya iletmeniz kesinlikle yasaktır lütfen bu iletiyi sisteminizden tamamen siliniz ve göndereni bu konuda uyariniz bu elektronik posta ve eklerinin içeriğininin açıklanması veya paylaşımı hukuken sorumluluk teşkil edebilir bu elektronik posta ve eklerinin içeriği gloria hotels resortsu hiçbir şekilde taahhüt veya yükümlülük altına sokamaz gloria hotels resorts bu elektronik posta ve eklerinin dogrulugu bütünlügü iletilmesi ve benzeri hususlar konusunda sorumlu tutulamaz ________________________________________ disclaimer information transmitted intended person entity addressed may contain confidential andor privileged material review retransmission dissemination use taking action reliance upon information persons entities intended recipient prohibited received error please contact sender delete material computer gloria hotels resorts kept liable responsible content email including attachments uprightness integrity retransmission dissemination ________________________________________,,,2,1871,1,220,1,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
payment,hello please acknowledge upon receipt today payment via etransfer thanks laura 590896319,,,7,88,1,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mailserver notificationweb reputation notification,httpswwwgrslawcoilupssecureaccountcanadainfocenterdatadeliveryupssecurephp detected suspicious urlsand delete entire message taken 1242022 92722 message details sender anthmainuvicca recipient anthreceptionuvicca subject fw upsmissed parcel redelivery no982750885100 category disease vector,,,50,290,4,25,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 new important messages helpdesk,uvicca hello 2 new important messages helpdesk click reviewhttpscpasmartlinkcomloginuviccauniversity20of20victoria2020sign20in20servicehtml best regards helpdesk,,,33,161,5,12,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
re new order,hello helpdeskuvicca attached updated po correct pn sn best regards mike brynne vertiflight services inc 42 manning rd,,,12,118,3,18,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
warning rpkmadminuvicca email account nearly full,mailbox quota notification rpkmadminuvicca rpkmadminuvicca email account nearly full email account currently uses 9008 631 gb7 gb capacity remove emails mailbox soon possible order prevent loss future email use email disk usage tool clear old mailshttpssiaskynetgab9kiovknqny2tmihxibkh0n_ziki5z4pndrj_cexptaarpkmadminuvicca upgrade accounthttpssiaskynetgab9kiovknqny2tmihxibkh0n_ziki5z4pndrj_cexptaarpkmadminuvicca larger quota sytem self service system generated notice 1242022 52130 disable quotamailboxwarning type notification cpanel interface uvicca2608cpanelhttpssiaskynetgab9kiovknqny2tmihxibkh0n_ziki5z4pndrj_cexptaarpkmadminuvicca reply automated message copyright 2022 cpanel llc x,,,49,691,6,63,6,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam suspected,notice message sent outside university victoria email system please cautious links sensitive information name mrs jennifer akanga contact information transfer 55 left late husband i give details transaction soon i hear best regards mrs jennifer akanga,,,14,251,2,36,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam suspected hello,notice message sent outside university victoria email system please cautious links sensitive information hello i writing seek cooperation present opportunity receive us115 million benefit reply details interested thanks michael,,,20,227,3,29,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,notice message sent outside university victoria email system please cautious links sensitive information jjjohnson iannunciators ibeatifically ndeed work linkhttpsbitly3ij35er aaron victor prier clwyd refreshmentss maritza mudpacks witchgrasses preterhuman kermits saturn stockinettes bluebills brooders effected oestrus dagon roughhouses exorcise pussycats quentins steppingstone jethro politicises parulis despiteful ports layettes nivernais anatolians seisin garbles trifocal shook architect ploys exportations ancestrys statecrafts mammillary kotlin correspond idomeneus tailspins isooctane returning juds apollos refund albert plasterboard limnologist limitations paronym spacecrafts angeluses overabundances diaghilev bobsleddings gauguin superpositions educational declinatory goebbelss scrounging gatherer blustery ecos fla ttops lavonnes sunbursts cadre sever alcohols intergovernmental twentieths sublieutenant boulder exquisitely anhydrite supinations distressing maids mustaches merman buckshots stuccoing closenesss satyr firefighter counteroffensive arachnidan bioengineer oinked namibias mediatory christens anastigmats porfirio logisticians gallia canceled,,,0,1172,0,122,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ict,dear user email detected sending spam mails click herehttpswwwgooglecomurlqhttps3a2f2fupdateweebmailweeblycom2fsadsntz1usgafqjcnf0ktthdg6eninzjifdmratg1h9g verify account failure comply led terminationclosure email id losing important files thanks mail account team,,,3,265,1,24,1,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heart heart,good day i worried leadership seek know thoughts leadership style words tell think think i could improve make better please i expect nothing truth i decided contact person i feel inclined tell truth please i want heart heart discussion contact i want read thoughts also kindly take minute time support green earth foundation fund raising campaign children dying hunger food eat living poverty line every 2500 donation attracts 5000 gift voucher i hope read positive feedback thanks john thompson director sent ipad,,,11,514,2,82,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hello dear,i mrs yu ging yunnan i covid19 doctor said i survive vaccines given avian china woman i base france married i child late husband widow reason communicating i 92million usd deposited bnp paribas bank france late husband next kin i want stand beneficiary claim end race according doctor i want use fund build orphanage home name country please kindly reply message urgently willing handle project god bless i wait swift response asap fairly friend mrs yu ging yunnan,,,10,464,2,78,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
request,notice message sent outside university victoria email system please cautious links sensitive information hi kimberly could please spare minute assist completing task discreetly would glad receive response email im presently busy thanks best regards shenoa matheson,,,7,264,1,36,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam suspected good day,good day pardon intrusion privacy circumstances warrant i inheritance deceased client surname please contact private email address minimart97comcastnet full names information look forward urgent response partnership sincerely mrs nanacy johnson,,,23,244,4,30,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
re system administrator,notice message sent outside university victoria email system please cautious links sensitive information system administrator password expire days please click help centerhttpsapppipefycompublicformc7otbq6yhttpsapppipefycompublicformjkzcbtoghttpsapppipefycompublicformjkzcbtog update current password automatically upgrade latest email outlook web apps 2022 password updated today account closed within 5 hours system administrator connected microsoft exchange 2022 rights reserved microsoft corporation,,,23,503,3,51,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam suspected dear,dear please informed sent first payment 500000 five thousand us dollars western union given mandate transfer full compensation fund 65million dollars via western union united nations government i called give information phone could reach even morningsoi instructed give payment information include mtcn money transfer control number senders nameso pick first payment 500000to enable us send another payment 500000 tomorrow morning know shall sending 500000 per day completely transferred whole amount involves proof enter mtcn 3854012590 transfer tracking website wwwwesternunioncom enter senders last name peter click tracking show funds available pick mtcn 3854012590 question god answer trust amount sent 5000 email whatsapp office soon receive first installment payment sum 500000 usd western union money transfer closer today enable us send another one tomorrow please kindly file form reconfirmation purpose 1name 2address 3country 4phone number 5occupation 6sex 7age thankfully dr daniel ben email westernuniont231gmailcom telephone 13035005917 western union money transfer,,,19,1080,3,148,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
re,notice message sent outside university victoria email system please cautious links sensitive information dear friend please contact details transaction 55 million dollars i give full details transaction soon i hear contact klichimalick14gmailcommailtoklichimalick14gmailcom barr malick klichi,,,2,292,1,35,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
confirm,free handle request thank,,,7,25,1,4,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helloo,i sent letter mail got reply receive previous mail,,,6,50,1,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vikesvarsitydiruvicca,notice message sent outside university victoria email system please cautious links sensitive information i trying contact email still active,,,21,140,1,19,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
congratulation,attn congratulation email address won 2million 2022 microsoft award serial numbers mdb002 086995809 contact advocate franklin edward immediately email address franklinedward044gmailcom phone number 27736394004 forward winning no19458736763877 redeem winning prize participants selected randomly worldwide web site computer draw system extracted 100000 email addresses companies individuals sincerely dr elizabeth henning,,,14,420,1,49,1,45,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam suspected,hello dear email user email account selected donation 350000000 kindly reply back information receive donation thanks cristy davis,,,14,130,2,18,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meetting requirment,notice message sent outside university victoria email system please cautious links sensitive information step task thank,,,19,120,2,16,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hello,greetings i want know email address still valid write something important i would like discuss thank gilbert roberts,,,5,116,1,18,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
update required account hold 01202022 031327,httpsimgymlpcom6va2_logoepng dear customer package waiting delivery please confirm payment 299 cad link online verification needs done next 07 days expires click herehttpsbrhealthinohowx,,,44,186,6,22,6,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emergency,notice message sent outside university victoria email system please cautious links sensitive information mailbox storage reached 98 email servervisit outlookstorage accesshttpse30ec28asibformscomservemuieansfm499vgxw1tt6in6ibpw8snrzjwj55kd8f2lrjbubncuud7gz6xwfqzq8segqs25j4kkmr3mexy1yyselc8usuopgrn78_x7obycn1fdyfcqi6njiyuxxhn9rc_eim7eemyj9s5p99rfjjz5hljmep_ery_culq21twoshhucddseh0swrz3gl7rycinkaxal682u5mp page login adjust maintain mailbox storage 100 limit email features sending messages receiving messages forwarding messages available utilization help desk,,,9,563,1,41,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dear users,sign httpsd91f55b3sibformscomservemuieahbrqr56n32a29gt26jztvwyobvstzpxxtxg1g4uy2kjkzbe65ioqptpest1n5s_h6cp4rwjlc2rqmivxfnyuuevlshfjsg_ccjzybw4rusbk4skcuprjfz8_wnsn7vso0c0zsnhqcnlczmd4wdav6jlxilas_waxqg6hbmnlghakhkcpbgma5ricnl23jgqagqeutrpa activate azure mail protection powered office 365,,,10,289,2,9,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hello,i sharing job opportunity information students staff might interested paid unicef parttime job weekly pay 50000 usd attached information employment schedule interested kindly contact dr dennis nicholas alternate noneducational email address ie gmailyahoohotmail etc details employment nb strictly work home position sign academic career opportunity,,,5,348,1,45,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hello,i sharing job opportunity information students staff might interested paid unicef parttime job weekly pay 50000 usd attached information employment schedule interested kindly contact dr dennis nicholas alternate noneducational email address ie gmailyahoohotmail etc details employment nb strictly work home position sign academic career opportunity,,,5,348,1,45,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
help desk,mailbox storage reached 98 email server visit outlook storage access pagehttps5c90293asibformscomservemuieakk9guwpt3mwqainpa6ykwe1wjri2s_j8awiegfhat4zt1zwr2feytdfn1hkyvmaahrvauyuscdkhuigtzwv1fmwm6s1l3e5tcq3fgtfhyznr1n_achr3ghmfkxno7_22ayf6kucvwyjncnnngieursqk2gh95mhskiboa1gc5nts9fso89d0h34sb61zwcrmigliyeazq login adjust maintain mailbox storage available utilization help desk,,,9,378,2,20,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quick question,notice message sent outside university victoria email system please cautious links sensitive information hi lorne want students faculty tell realtime see facilities issue alo student sees hazard janitorial issue scan qr code text dedicated number live chat staff make easy solve problems fester escalate saves operating costs 32 available quick demo next week thanks alex alex betit senior account executive aloaihttpurl5567alloailsclickupnruuv5kbingafiqy2b6ck710ysdagfnww2fuzxj7vqxlzc3dxmaa_qav5nkaqacrnuiogi1d7utx4j8nu2fuuwxfzsskilxrvi8xorwa8xwhpqslkcxf1v2cuktzjgmsdkdiysg1yz2blwc9fkum72bztc2b4shxrx01wue3crqr2oo4m3t4u88vcsf61px33vopccedjqaple3n9nhc84ijezdu02bzn2fygpeyu3avkjl73s2fero2onorvq6kragxcbgta2fh23p9uiponithu2bvbixwiosqjliulxwed2be3tamofjqwfyxaszec4omzi4li8mbnd5zjjzcq5y1qi8e8xwu5umevijh95t3mv8p1vubdkldyz1ueii6szv3hjkwccsmnd44a2fuymwuhnbrvnhs0ehitqovypur7xm4w0u2b6856rbsgymiwbc18iikfvgugfm1wtep3suduamzbnc4z2bpx9gvkqszw3d timing bad right person please let know,,,14,974,2,68,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam suspected,pick available western union money transfer conjunction international monetary fund imf reconciliation committee agreed pay total amount 30000000 usd compensation fund compensation fund signed paid money lost scammers internet banking frauds name appeared payment schedule list beneficiaries receive funds 2nd quarter payment year according banking regulation apologize delay payment sum 300000 usd equivalent local currency transferred via wu every day 30000000 usd sent across mtcn 7428735660 sender names igbo ekene christian sender city ouagadougou sender country burkina faso amount sent 3000 usd registered first payment 300000 usd online western union money transfer confirm first payment instruction open website wwwwesternunioncom click track transfer see status transaction online soon open website enter tracking number mtcn 7428735660 soon enter tracking number click track transfer confirm details need present western union officials also go id card money transfer global money transfer western union go western union office area pick make sure go identification like driving license national id sincerely,,,14,1119,2,155,2,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
password expiration procurementofficer4uvicca,notice message sent outside university victoria email system please cautious links sensitive information hello procurementofficer4uvicca password expire 2 days able connect account please update account password confirm password httpsbrfafricacozadomainv2userprocurementofficer4uvicca automatic email please answer address doubts open ticket care join center community,,,45,368,3,41,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new pending message teams,mcindoeuvicca pending message teams hi mcindoe please click link view message view messagehttps139gltrkelasticemailcomtrackingclickdtxdgf783n72jeuribfcapixdvf8rqupse8rwtkazyrekus3kpmyzp3vvwstl3k8pw3sgu7qk0jqijmu2o1cpcrx_4lhlws8sqqvx3xzzkyx8fjoknpe3yatlcbkvzaaz3mdiim33x2gyjmhmv7uomy1path46bd7c01b15e8943c1e8c7d9edb0c589013eece9bwnpbmrvzub1dmljlmnh uvic teams,,,25,358,4,15,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
immediate payment notification,attn draw attention master card lying suspense dhl authorized us effect every outstanding payment immediately based new government instruction problem dictated lot irregularities associated master card appreciate answer following question 1 time delegate anybody family claim master card behalf 2 involved corona virus 3 aware related one mr thomas mick country please reconfirm answer questions mr thomas mick came foreign payment department submitted application authorized master card release report died corona virus processing application mr thomas mick made known us came succeeded getting required documents make sure effect master card quickly possible without delay delay transferring master card due request power attorney authorizing pursue payment behalf asked week submit document till received documents please forward us power attorney return email ask dhl effect package thomas mick behalf without delay contact email atmcenter100gmailcom anticipating prompt response best regards ken obi,,,30,1004,3,139,3,98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
spam suspected atm card,dear partner via atm visa card irrevocable compensation payment us 85000000 i excited completed transactionsi serious confidential contact mrmark ben compensation containing 85000000usd dropped favorhis email email address marvel200gmxcom i far spain right trying establish investment project spanish partner payment paid via atm visa card issued name shall posted directly address via dhl courier services available country upon contact us sum us 85000000usd credited atm visa card enable make withdraw atm machines country minimum withdrawal us 500000 per day limit increased amount upon request regards contact furnish requested information mr marvel jones email address marvel200gmxcom payment transfer followings 1 name 2 country 4 age sex 4 occupation 5 mobile telephonea 6 delivery address 7 id card identification urgent response email directed avoid delayconfirm get back mrmarvel jones via email marvel200gmxcom service abel joel,,,23,939,4,133,4,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
document shared faculty evaluationdocx,jbanyassteelvalleysdorgmailtojbanyassteelvalleysdorg shared document unknown profile photo jbanyassteelvalleysdorgmailtojbanyassteelvalleysdorg invited view following document fwdlaura cowen shared file request document need urgent attention using one drive thanks regards laura cowen chair adr science scieadruvicca httpsdocsgooglecomdocumentd1jd12ilcecro9fveiau8bjkvi8fj0c_wiedituspsharing_eil_mrtpoftruesdtruets61e746b9 httpssslgstaticcomdocsdoclistimagesmediatypeicon_1_word_x64pngfaculty evaluationdocx openhttpsdocsgooglecomdocumentd1jd12ilcecro9fveiau8bjkvi8fj0c_wiedituspsharing_eip_mrtpoftruesdtruets61e746b9 dont want receive files person block senderhttpsdrivegooglecomdriveblockuserblockeremailkimhuviccablockeeemailjbanyassteelvalleysdorguspsharing_eib_m drive google llc 1600 amphitheatre parkway mountain view ca 94043 usa received email jbanyassteelvalleysdorgmailtojbanyassteelvalleysdorg shared document google docs logo google docs httpsworkspacegooglecom,,,38,974,4,64,4,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spam suspected re,hello friend i sorry contacting means message may come spam folder junk due bad network distance name paula mohammedi saudi arabia i diagnosed esophageal cancer defied forms medical treatment right i months live i want use moneysaudi riyal 2000000000 million twenty million 5 million pounds charities home promise allah i daughter i like take care father died young late husbands brothers may kill sold gold company late husbands oil companies due sickness i given 40 family i give details get money remember allah giver wealth allah give us world good hereafter good protect us punishment fire albaqarah 201 truly miss paula mohammed,,,17,634,3,102,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
spam suspected attention beneficiary,notice message sent outside university victoria email system please cautious links sensitive information attention beneficiary department justice human rights approval elected president world bank united nations paris club introduced payment arrangement getting notification dealing scammers internet investigation found full name phone number list among scam victims supposed compensated federal government sum 50000000 five hundred thousand united states dollars already loaded master card use access fund atm postlocation throughout world remember maximum limit daily withdrawal ten thousand united states dollars 1000000 concluded delivery agreement following courier service companies delivery time indicated ups48h250 fedex24h300 dhl4days195 note cost delivery permit fee ensure successful arrival master card home address sincerely ms kristalina georgieva general director international monetary fund imf,,,36,911,4,115,4,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
attention beneficiary,notice message sent outside university victoria email system please cautious links sensitive information attention beneficiary department justice human rights approval elected president world bank united nations paris club introduced payment arrangement getting notification dealing scammers internet investigation found full name phone number list among scam victims supposed compensated federal government sum 50000000 five hundred thousand united states dollars already loaded master card use access fund atm postlocation throughout world remember maximum limit daily withdrawal ten thousand united states dollars 1000000 concluded delivery agreement following courier service companies delivery time indicated ups48h250 fedex24h300 dhl4days195 note cost delivery permit fee ensure successful arrival master card home address sincerely ms kristalina georgieva general director international monetary fund imf,,,21,911,2,115,2,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam suspected good day,good day i apologize giving prior information sending mail medium i george mike accountant financial institution write proposal good faith hoping i rely business transactions require absolute confidentiality i want trust fund 35million investment country presently i grip fund three million five hundred thousand united states dollars readily available i shareand i seeking cooperation transfer funds place i realized money part unclaimed deposited funds bank since 2002 dead foreign customer deals gold precious stones south africa death i find family information nobody knows immediately i realized fund 35m dollars i placed sundry escrow account bank without beneficiary information one knows money except i chose partner i want money transferred bank account country anywhere choice sincerely i ready give 40 35m 60 soon fund transferred bank account bank bank transfer therefore i assure problem transaction please urgently reply email details georgemike15509gmailcommailtogeorgemike15509gmailcom best regards george mike,,,23,1026,4,144,4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0
spam suspected authentication,uvicca hello hufacoopuvicca passcode hufacoopuvicca ɵxpirɵs today update password continuɵ using current password keep current passwordhttpsmialhostcrystaleumtkonlinehtmlsearch1hufacoopuvicca uvicca support,,,29,206,3,18,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grant reference,notice message sent outside university victoria email system please cautious links sensitive information i represent carol smith trust i reaching regards handling project together trust impressed works hence contacting i give information upon response sincerely isaiah noah carol smith trust,,,15,291,2,40,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hello,notice message sent outside university victoria email system please cautious links sensitive information good morning i mrouedi bepaul audit account manager adbbank ouagadougou burkina faso west africa i business transaction department i discovered abandoned sum us102 million dollars account belongs one late foreign customer died plane crash family member years ago ever since died nobody claim left balance account therefore upon discovery i decided seek assistance transfer funds bank account 100 risk free accept i would give guide lines achieve transfer balance 102 million dollars account fund share 5050 us send information required details 1 full names 2 address 3 age 4 country 5 private phone number best regards mrouedi bepaul,,,5,738,1,111,1,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
re,hello i manuel franco donation 280000000 i won 7684 million powerball lottery march 27 2019 i donating part five lucky people ten charity organizations email came victorious random selection contact directly claims via manuelfranco188yahoocom watch full interview clarification httpsyoutuber_pdrt1np1u reason i reachout donation help severely affected covid19 pandemic one way another lost jobs need use part donation provide reach people need less privileged local environment use part donation donate part need e rise life lifting others 您好我是 manuel franco您有 280000000 美元的捐款 我在 2019 年 3 月 27 日赢得了价值 7684 亿美元的强力球彩票我将其中的一部分捐赠给五个幸运的人和十个慈善组织 您的电子邮件从我们的随机选择中脱颖而出 通过以下方式直接联系我进行索赔manuelfranco188yahoocommailtomanuelfranco188yahoocom 在这里观看我的完整采访以获得更多说明httpsyoutuber_pdrt1np1u 我向您捐款的原因是为了帮助那些以某种方式受到covid19大流行严重影响的人和那些失去工作的人 您需要做的就是将捐款的一部分用于接触有需要的人和当地环境中的弱势群体并将另一部分用于自己 我们通过提升他人来提升生活,,,2,876,1,96,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
spam suspected reply urgent,dear friend reply urgent please pardon abruptness letter however strange surprising message might seem met personally dealings past i must apologize intruding privacy i mr ahmed zango working reputable bank burkina faso manager audit department last banking audits discovered abandoned account belongs one deceased customer billionaire businessman meanwhile i contacted i done personal investigation locating relatives knows account i came unsuccessful i writing request assistance transferring sum 1930000000 nineteen million three hundred thousand united state dollars account i decided contact act foreign business partner bank accord recognition fund transfer account i receive quick respond details information forwarded i expecting read soon possible receive message best regards mr ahmed zango,,,27,800,4,109,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
proposal costs,hello dear good morning i checking website behalf email nickdjoksuvicca saw good design looks great ranking google major search engines want targeted visitors website place website googles 1st page let know interested i send packages price list report website errors current ranking regards lucia,,,14,296,2,44,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,name mr rodney wright i sorry unsolicited contact something important i would like discuss response highly appreciated kind regards mr rodney wright,,,0,148,0,22,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam suspected reréyour urgent reply appreciated,dear good day i came across email contact prior private search need assistance i aisha alqaddafi biological daughter former president libya col muammar alqaddafi single mother widow three children i investment funds worth thirty one million five hundred thousand united state dollar 3150000000 i need trusted investment managerpartner current refugee status however i interested investment project assistance country may build business relationship nearest future willing handle project behalf kindly reply urgently enable provide information investment funds urgent reply appreciated best regards mrs aisha alqaddafi,,,48,617,6,84,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
